valor,tipo
"Lagoa de Almeida, 5, da Rocha de Minas - AL",Endereco
"Conjunto Gustavo Henrique Rocha, 73, Peixoto - MG",Endereco
"Feira Monteiro, 4, Cunha das Flores - AM",Endereco
"Trecho de da Costa, 37, Martins do Sul - RS",Endereco
"Lagoa de Souza, Ribeiro - ES",Endereco
"Lagoa Felipe Viana, 272, Fogaça do Norte - MG",Endereco
"Condomínio Letícia Rezende, 39, Gonçalves de das Neves - PE",Endereco
"Trevo Moreira, Sales - TO",Endereco
"Pátio Carlos Eduardo Cavalcanti, 54, Peixoto Paulista - MS",Endereco
"Colônia Rodrigues, Sales - ES",Endereco
"Viaduto Luiz Otávio Cavalcanti, 78, Barbosa do Campo - RJ",Endereco
"Colônia de Castro, 4, Peixoto das Flores - RR",Endereco
"Morro Pires, 99, Nunes - TO",Endereco
"Praça de Araújo, 39, Melo - AM",Endereco
"Alameda Natália Ramos, 65, Farias Paulista - PB",Endereco
"Largo Ramos, 42, Nunes da Praia - SP",Endereco
"Residencial Carvalho, 95, Lopes - TO",Endereco
"Chácara Nunes, 89, Nascimento - DF",Endereco
"Residencial de Monteiro, 67, da Cunha - MT",Endereco
"Estrada Lima, Teixeira da Serra - MG",Endereco
"Campo de da Paz, 2, Ferreira Grande - RR",Endereco
"Morro de Novaes, 26, Cardoso Alegre - ES",Endereco
"Feira Vieira, 14, das Neves de das Neves - ES",Endereco
"Via Leandro da Conceição, 5, Aragão - RN",Endereco
"Pátio Giovanna Vieira, 336, Nogueira Paulista - RR",Endereco
"Jardim Ana Julia Moura, 63, Cardoso Grande - MT",Endereco
"Feira de Teixeira, 921, Teixeira de Lopes - AM",Endereco
"Fazenda de Monteiro, 537, Ramos - RN",Endereco
"Trecho Ana Júlia Campos, 90, Caldeira de Monteiro - PR",Endereco
"Distrito de Campos, 51, Araújo do Amparo - PA",Endereco
"Passarela da Rosa, 94, Melo de Goiás - RJ",Endereco
"Pátio de da Conceição, 195, Moraes - RJ",Endereco
"Vale Campos, da Cruz do Oeste - ES",Endereco
"Estação Araújo, 61, Castro - MG",Endereco
"Viela de Nogueira, 86, Mendes - CE",Endereco
"Morro João Gabriel Pinto, Sales de Minas - CE",Endereco
"Estrada Lorenzo Monteiro, 6, Castro de Souza - GO",Endereco
"Avenida de Caldeira, Castro da Serra - AC",Endereco
"Aeroporto Martins, 14, Campos da Serra - DF",Endereco
"Residencial de da Mata, 235, Moura - RJ",Endereco
"Estação Clarice da Costa, 10, Lima - MA",Endereco
"Viela João Guilherme Silveira, Castro - PR",Endereco
"Distrito de Mendes, 78, Correia de Vieira - AP",Endereco
"Núcleo da Conceição, 47, Barbosa da Praia - AL",Endereco
"Trecho de Castro, 915, Viana do Oeste - MA",Endereco
"Praia da Paz, 76, Nascimento de Minas - PR",Endereco
"Colônia Pedro Rocha, Lima do Amparo - SE",Endereco
"Viela Maria Caldeira, 203, Viana da Serra - RS",Endereco
"Avenida de Teixeira, 1, Nogueira do Oeste - MS",Endereco
"Viela Pinto, 982, Barbosa do Oeste - AM",Endereco
"Fazenda Lopes, 4, da Rocha de Alves - AL",Endereco
"Vila Correia, 40, da Luz das Flores - TO",Endereco
"Passarela Bryan da Costa, 49, Pereira Verde - RR",Endereco
"Lagoa de da Rocha, 16, Oliveira das Flores - GO",Endereco
"Residencial Fernandes, 106, Costela de das Neves - AP",Endereco
"Condomínio da Cruz, 31, da Cunha Paulista - RO",Endereco
"Passarela de Gomes, 544, Costa - MG",Endereco
"Chácara Sales, 92, Ribeiro - PR",Endereco
"Fazenda Azevedo, da Mata de Minas - SP",Endereco
"Feira Pinto, 357, Barbosa de Santos - SP",Endereco
"Largo Barbosa, 602, da Luz da Praia - PB",Endereco
"Avenida de Novaes, 52, das Neves - CE",Endereco
"Loteamento Pires, 8, Farias - RN",Endereco
"Sítio Igor da Conceição, 250, Oliveira - PE",Endereco
"Vale da Cunha, 15, Cavalcanti - RO",Endereco
"Parque Almeida, 206, Azevedo - RJ",Endereco
"Alameda Ribeiro, 764, Duarte de Rodrigues - RN",Endereco
"Vereda Ana Vitória Rocha, 97, das Neves Grande - MA",Endereco
"Estação de Nogueira, 62, Pinto - SE",Endereco
"Área Ramos, 48, Costela da Praia - DF",Endereco
"Pátio Ana Porto, 86, Mendes Alegre - RO",Endereco
"Rua da Rocha, 43, Moreira - PB",Endereco
"Núcleo Luna Lima, 36, Cavalcanti de Viana - RS",Endereco
"Vale Alícia Barros, 63, Nogueira - PE",Endereco
"Praia Araújo, 36, da Costa das Flores - RJ",Endereco
"Distrito Oliveira, 47, Rodrigues - MT",Endereco
"Rua de Azevedo, 2, Aragão - AC",Endereco
"Loteamento Carvalho, 45, da Rosa - MA",Endereco
Rua D 789 belo horizonte,Endereco
Loteamento Carvalho,Endereco
Praça de da Luz 2 Cavalcanti - MA,Endereco
Rua Denotada De fabio 45,Endereco
Rua de 20 Cavalcanti - MA,Endereco
Avenida Brasil 123 Centro São Paulo - SP,Endereco
Rua das Flores 45 Vila Nova,Endereco
Travessa da Paz s/n Morada do Sol,Endereco
Estrada Velha km 5 Zona Rural,Endereco
Praça Central Bloco C Apto 101 Campinas - SP,Endereco
Rua dos Pinheiros 678 Jardim Alegre,Endereco
Ladeira da Saudade,Endereco
Avenida Dom Pedro II 90 Centro Ribeirão Preto - SP,Endereco
Rua da Aurora 321 Boa Vista,Endereco
Alameda dos Jasmins,Endereco
Setor Comercial Sul Quadra 2 Bloco D Brasília - DF,Endereco
Rua Quinze de Novembro 567 Centro Curitiba - PR,Endereco
Avenida Paulista 1000 Bela Vista São Paulo - SP,Endereco
Rua Sergipe 234 Funcionários Belo Horizonte - MG,Endereco
Praça Tiradentes 10 Centro Rio de Janeiro - RJ,Endereco
Estrada do Contorno km 12,Endereco
Rua Amazonas 890 Prado,Endereco
Avenida Paraná 456 Água Verde,Endereco
Travessa União 78 Novo Horizonte,Endereco
Alameda das Acácias 123 Parque das Flores,Endereco
Rua da Bahia 543 Centro Salvador - BA,Endereco
Largo da Matriz s/n Centro Porto Alegre - RS,Endereco
Avenida Beira Mar 321 Praia de Iracema Fortaleza - CE,Endereco
Rua do Imperador 789 Centro Petrópolis - RJ,Endereco
Setor Oeste Rua 5 Quadra 10 Goiânia - GO,Endereco
Rua Getúlio Vargas 345 Centro Marília - SP,Endereco
Avenida Santo Antônio 678 Jardim Primavera Marília - SP,Endereco
Travessa das Acácias s/n Parque dos Ipês Marília - SP,Endereco
Estrada da Cachoeira km 2 Zona Rural Marília - SP,Endereco
Praça da Bandeira 12 Bloco A Apto 202 Centro Marília - SP,Endereco
Rua Prudente de Moraes 901 Vila Nova Marília - SP,Endereco
Ladeira do Sol,Endereco
Avenida João Ramalho 456 Centro Marília - SP,Endereco
Rua Bandeirantes 789 Boa Vista Marília - SP,Endereco
Alameda das Orquídeas,Endereco
Rua das Rosas 234 Jardim Europa Marília - SP,Endereco
Avenida Vicente Ferreira 567 Centro Marília - SP,Endereco
Rua 9 de Julho 1001 Centro Marília - SP,Endereco
Rua Paraíba 890 Cascata Marília - SP,Endereco
Praça Saturnino de Brito 5 Centro Marília - SP,Endereco
Estrada do Pombo km 7,Endereco
Rua Amazonas 123 Fragata Marília - SP,Endereco
Avenida Brigadeiro Eduardo Gomes 789 Aeroporto Marília - SP,Endereco
Travessa da Saudade 45 Jardim Cavallari Marília - SP,Endereco
Alameda dos Lírios 567 Parque das Nações Marília - SP,Endereco
Rua Bahia 901 Centro Marília - SP,Endereco
Largo São Bento s/n Centro Marília - SP,Endereco
Avenida Pedro de Toledo 234 Vila Progresso Marília - SP,Endereco
Rua Carlos Gomes 678 Centro Marília - SP,Endereco
Setor Leste Rua 3 Quadra 5 Brasília - DF,Endereco
Rua XV de Novembro 321 Centro Ponta Grossa - PR,Endereco
Avenida Atlântica 2000 Copacabana Rio de Janeiro - RJ,Endereco
Rua Minas Gerais 456 Savassi Belo Horizonte - MG,Endereco
Praça da Sé 15 Centro São Paulo - SP,Endereco
Estrada das Paineiras km 3,Endereco
Rua Ceará 789 Funcionários Belo Horizonte - MG,Endereco
Avenida Sete de Setembro 123 Centro Curitiba - PR,Endereco
Travessa da Amizade 90 Jardim Botânico,Endereco
Alameda dos Cravos 345 Parque Industrial,Endereco
Rua Pernambuco 654 Centro Londrina - PR,Endereco
Largo do Carmo s/n Centro Olinda - PE,Endereco
Avenida Boa Viagem 567 Boa Viagem Recife - PE,Endereco
Rua da Praia 890 Centro Florianópolis - SC,Endereco
Setor Sul Quadra 12 Bloco B Goiânia - GO,Endereco
Rua Acre 210 Centro Campo Grande - MS,Endereco
Avenida Afonso Pena 700 Centro Belo Horizonte - MG,Endereco
Praça da República 25 Centro Belém - PA,Endereco
Estrada do Mar km 10,Endereco
Rua Espírito Santo 500 Centro Vitória - ES,Endereco
Avenida Fernando Corrêa da Costa 300 Centro Cuiabá - MT,Endereco
Travessa da Esperança 60 Jardim das Américas,Endereco
Alameda dos Hibiscos 400 Parque Sol Nascente,Endereco
Rua Alagoas 900 Centro Maceió - AL,Endereco
Largo da Ordem s/n Centro Curitiba - PR,Endereco
Avenida Hermes da Fonseca 1200 Tirol Natal - RN,Endereco
"Dra. Ana Clara Duarte",Nome
"Sr. Carlos Eduardo Pires",Nome
"Marcos Vinícius dos Santos",Nome
"Maria Fernanda Costa",Nome
"Dr. Rafael Queiroz",Nome
"Juliana de Oliveira",Nome
"Pedro Henrique Lima",Nome
"Sra. Beatriz Rocha",Nome
"Luiz Felipe Nogueira",Nome
"Amanda Tavares Melo",Nome
"Gabriel Gonçalves",Nome
"Letícia Freitas",Nome
"Ricardo Almeida",Nome
"Camila Castro",Nome
"Bruno Henrique Silva",Nome
"Patrícia Lopes",Nome
"Diego Martins",Nome
"Vanessa Souza",Nome
"Thiago Correia",Nome
"Laura Mendes",Nome
"11987654321",Telefone
"2191234-5678",Telefone
"+55 31 98765-4321",Telefone
"85 912345678",Telefone
"(11) 92345-6789",Telefone
"47912345678",Telefone
"+55 (21) 9876-5432",Telefone
"63 91234-5678",Telefone
"27 9 8765-4321",Telefone
"5198765-4321",Telefone
"(48) 91234 5678",Telefone
"71 98765 4321",Telefone
"61912345678",Telefone
"+55 (62) 91234-5678",Telefone
"81 9 8765-4321",Telefone
"3591234-5678",Telefone
"(98) 98765-4321",Telefone
"91 91234 5678",Telefone
"68912345678",Telefone
"+55 11 91234-5678",Telefone
"ana.duarte@empresa.com.br",Email
"carlos.pires@outlook.com",Email
"marcos.santos@gmail.com",Email
"maria.costa@hotmail.com",Email
"rafael.queiroz@protonmail.com",Email
"juliana.oliveira@yahoo.com",Email
"pedro.lima@dominio.com.br",Email
"beatriz.rocha@servico.org",Email
"luiz.nogueira@email.net",Email
"amanda.melo@site.com.br",Email
"gabriel.goncalves@corp.com",Email
"leticia.freitas@mail.com",Email
"ricardo.almeida@empresa.com",Email
"camila.castro@provedor.net",Email
"bruno.silva@dominio.com",Email
"patricia.lopes@email.org",Email
"diego.martins@servico.com",Email
"vanessa.souza@correio.net",Email
"thiago.correia@dominio.com.br",Email
"laura.mendes@mail.org",Email
"Alameda Santos, 45 - Jardim Paulista, São Paulo - SP",Endereco
"Rua das Flores, 123 - Centro, Belo Horizonte - MG",Endereco
"Av. Paulista, 1000 - Bela Vista, São Paulo - SP",Endereco
"Travessa da Paz, s/n - Vila Nova, Porto Alegre - RS",Endereco
"Quadra 102 Sul, Alameda 5 - Plano Diretor Sul, Palmas - TO",Endereco
"Rua XV de Novembro, 789 - Centro, Curitiba - PR",Endereco
"Avenida Beira Mar, 456 - Praia de Iracema, Fortaleza - CE",Endereco
"Estrada do Mangue, km 5 - Zona Rural, Recife - PE",Endereco
"Loteamento Primavera, Quadra 3 - Cuiabá - MT",Endereco
"Rodovia BR-101, km 78 - São José, Santa Catarina - SC",Endereco
"Praça da Sé, 1 - Centro, São Paulo - SP",Endereco
"Rua da Aurora, 235 - Boa Vista, Recife - PE",Endereco
"Alameda dos Ipês, 67 - Jardim Botânico, Brasília - DF",Endereco
"Viela São Francisco, 12 - Vila Madalena, São Paulo - SP",Endereco
"Passarela do Samba, 34 - Centro, Rio de Janeiro - RJ",Endereco
"Avenida Presidente Vargas, 500 - Centro, Rio de Janeiro - RJ",Endereco
"Rua do Comércio, 89 - Centro, Salvador - BA",Endereco
"Travessa da Esperança, 3 - Liberdade, São Paulo - SP",Endereco
"Estrada Velha, km 12 - Zona Rural, Goiânia - GO",Endereco
"Alameda Rio Negro, 1010 - Alphaville, Barueri - SP",Endereco
"18",Idade
"22",Idade
"35",Idade
"47",Idade
"29",Idade
"56",Idade
"31",Idade
"42",Idade
"25",Idade
"63",Idade
"19",Idade
"37",Idade
"51",Idade
"28",Idade
"44",Idade
"32",Idade
"59",Idade
"26",Idade
"40",Idade
"21",Idade
Dra. Carolina Fonseca,Nome
Sr. Marcelo Rangel,Nome
Fernanda Vasconcelos,Nome
Dr. Eduardo Pimentel,Nome
Sra. Luciana Castro,Nome
Gustavo Henrique Alves,Nome
Daniela Ribeiro,Nome
Roberto Campos,Nome
Tatiane Oliveira,Nome
Felipe Nogueira,Nome
Ana Júlia Mendes,Nome
Carlos Augusto,Nome
Viviane Souza,Nome
Ricardo Martins,Nome
Patrícia Lúcia,Nome
Marcelo Dias,Nome
Juliana Pereira,Nome
Rodrigo Santana,Nome
Amanda Costa,Nome
Fábio Júnior,Nome
21987654321,Telefone
11912345678,Telefone
+55 31 98765432,Telefone
8591234567,Telefone
(11) 91234-5678,Telefone
47987654321,Telefone
+55 21 98765432,Telefone
63912345678,Telefone
27987654321,Telefone
51912345678,Telefone
(48) 987654321,Telefone
71912345678,Telefone
61987654321,Telefone
+55 62 912345678,Telefone
81987654321,Telefone
35912345678,Telefone
(98) 912345678,Telefone
91987654321,Telefone
68912345678,Telefone
+55 11 987654321,Telefone
carolina.fonseca@empresa.com,Email
marcelo.rangel@outlook.com,Email
fernanda.vasconcelos@gmail.com,Email
eduardo.pimentel@hotmail.com,Email
luciana.castro@protonmail.com,Email
gustavo.alves@yahoo.com,Email
daniela.ribeiro@dominio.com,Email
roberto.campos@servico.org,Email
tatiane.oliveira@email.net,Email
felipe.nogueira@site.com,Email
ana.mendes@corp.com,Email
carlos.augusto@mail.com,Email
viviane.souza@empresa.com,Email
ricardo.martins@provedor.net,Email
patricia.lucia@dominio.com,Email
marcelo.dias@email.org,Email
juliana.pereira@servico.com,Email
rodrigo.santana@correio.net,Email
amanda.costa@dominio.com,Email
fabio.junior@mail.org,Email
Rua das Palmeiras 100 - Jardim Botânico Rio de Janeiro - RJ,Endereco
Avenida Central 500 - Centro Belém - PA,Endereco
Travessa da Esperança 15 - Vila Nova São Paulo - SP,Endereco
Alameda dos Anjos 200 - Jardim América Goiânia - GO,Endereco
Quadra 105 Norte Rua 7 - Plano Diretor Norte Palmas - TO,Endereco
Rua Sete de Setembro 89 - Centro Porto Alegre - RS,Endereco
Avenida Beira Rio 456 - Centro Manaus - AM,Endereco
Estrada do Contorno km 7 - Zona Rural Salvador - BA,Endereco
Loteamento Verde Quadra 5 - Cuiabá - MT,Endereco
Rodovia BR-116 km 89 - São José dos Pinhais - PR,Endereco
Praça da Liberdade 2 - Centro Belo Horizonte - MG,Endereco
Rua do Sol 300 - Boa Vista Recife - PE,Endereco
Alameda das Flores 45 - Jardim Europa Brasília - DF,Endereco
Viela Harmonia 23 - Vila Madalena São Paulo - SP,Endereco
Passarela da Cultura 56 - Centro Curitiba - PR,Endereco
Avenida Brasil 1500 - Centro Vitória - ES,Endereco
Rua do Mercado 78 - Centro Fortaleza - CE,Endereco
Travessa da Paz 8 - Liberdade São Paulo - SP,Endereco
Estrada Nova km 15 - Zona Rural Florianópolis - SC,Endereco
Alameda Rio Branco 101 - Alphaville Barueri - SP,Endereco
17,Idade
23,Idade
36,Idade
48,Idade
30,Idade
57,Idade
33,Idade
43,Idade
24,Idade
64,Idade
20,Idade
38,Idade
52,Idade
27,Idade
45,Idade
34,Idade
60,Idade
26,Idade
41,Idade
22,Idade
"Rua das Acácias 100 Jardim Primavera São Paulo SP",Endereco
"Av. Brasil 1500 Centro Rio de Janeiro RJ",Endereco
"Travessa da Paz 23 Vila Nova Porto Alegre RS",Endereco
"Alameda Santos 45 Jardim Paulista São Paulo SP",Endereco
"Rodovia BR-101 km 78 São José Santa Catarina SC",Endereco
"Praça da Sé 1 Centro São Paulo SP",Endereco
"Estrada Velha km 12 Zona Rural Goiânia GO",Endereco
"Quadra 102 Sul Alameda 5 Plano Diretor Sul Palmas TO",Endereco
"Rua XV de Novembro 789 Centro Curitiba PR",Endereco
"Avenida Beira Mar 456 Praia de Iracema Fortaleza CE",Endereco
"Loteamento Verde Quadra 3 Cuiabá MT",Endereco
"Passarela do Samba 34 Centro Rio de Janeiro RJ",Endereco
"Viela São Francisco 12 Vila Madalena São Paulo SP",Endereco
"Avenida Paulista 1000 Bela Vista São Paulo SP",Endereco
"Rua do Comércio 89 Centro Salvador BA",Endereco
"Alameda Rio Negro 1010 Alphaville Barueri SP",Endereco
"Estrada do Mangue km 5 Zona Rural Recife PE",Endereco
"Travessa da Esperança 3 Liberdade São Paulo SP",Endereco
"Rua da Aurora 235 Boa Vista Recife PE",Endereco
"Praça da Liberdade 2 Centro Belo Horizonte MG",Endereco
"Avenida Central 500 Centro Belém PA",Endereco
"Alameda dos Ipês 67 Jardim Botânico Brasília DF",Endereco
"Rua Sete de Setembro 89 Centro Porto Alegre RS",Endereco
"Avenida Beira Rio 456 Centro Manaus AM",Endereco
"Rodovia BR-116 km 89 São José dos Pinhais PR",Endereco
"Alameda das Flores 45 Jardim Europa Brasília DF",Endereco
"Passarela da Cultura 56 Centro Curitiba PR",Endereco
"Avenida Brasil 1500 Centro Vitória ES",Endereco
"Rua do Mercado 78 Centro Fortaleza CE",Endereco
"Alameda Rio Branco 101 Alphaville Barueri SP",Endereco
